SENSORIMOTOR_SOURCE_DOMAIN,TYPE,IMAGE_SCHEMA_ANNOTATION,SOURCE_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",TARGET_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",CONCEPTUAL_METAPHOR,Language,LinguisticExamples,[SOURCE],TAKEN FROM,COMMENT ,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,NEGATIVE EMOTIONS ARE IMPACTING FORCES,en,and she sat up to meet its thrusts,[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,NEGATIVE EMOTIONS ARE IMPACTING FORCES,en,you’re always so battered by the world outside.,[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,NEGATIVE EMOTIONS ARE IMPACTING FORCES,en,"as if in dread of being attacked, restless and keen",[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,NEGATIVE EMOTIONS ARE IMPACTING FORCES,en,and then been violently shattered with the greatest shock and pain by her fickle- ness and frivolities.,[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,NEGATIVE EMOTIONS ARE IMPACTING FORCES,en,"A shaft of pain cut through the nebulous pattern,/ of blows and humiliations not yet dissolved",[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,NEGATIVE EMOTIONS ARE IMPACTING FORCES,en,Some shock shattered you and made you distrustful of a single love.,[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,EMOTIONS AND SELF ARE FORCE ANTAGONISTS,en,his extended love was unequal to the power of what was dragging her down,[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
FORCE,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Emotion,frame:Feeling,EMOTIONS AND SELF ARE FORCE ANTAGONISTS,en,about to be sucked in by a hidden cyclone.,[Kimmel 2009: 169],added by Dagmar,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Desire,frame:Desirability,DESIRES THAT CONTROL ACTION ARE EXTERNAL FORCES THAT CONTROL MOTION,en,That coat pulled me into the store.,"[Lakoff et al., 1991:23]",IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Desire,frame:Desirability,DESIRES THAT CONTROL ACTION ARE EXTERNAL FORCES THAT CONTROL MOTION,en,The smell of the cookies dragged me against my will to the cookie jar.,"[Lakoff et al., 1991:23]",IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Intimacy,framedata:Intimacy,INCLINATIONS TOWARD INTIMACY ARE FORCES TOWARD CLOSENESS,en,I was drawn to him.,"[Lakoff et al., 1991:156]",IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Intimacy,framedata:Intimacy,INCLINATIONS TOWARD INTIMACY ARE FORCES TOWARD CLOSENESS,en,They are attracted to each other.,"[Lakoff et al., 1991:156]",IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,"it does pull me in, it pulls me back in at certain points, and when I’m pulled in I can’t really pay as much attention to what’s happening.",[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,"It drew me in again further, fascinated.",[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,I was so wrapped up in the movie I forgot to pause on the man itself.,[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,and I get caught up in it.,[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,it’s very gripping.,[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,that captured me in a way that some movies don’t. [22] it kind of sucks you in.,[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,and that kind of further ties me in.,[Balint & Tan 2015],IScat ,Not in MetaNet,
ATTRACTION,IMAGE_SCHEMA,FORCE,Attraction,frame:Cause_motion,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS ATTRACTION,en,"being really, really hooked into the story.",[Balint & Tan 2015],IScat ,Not in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Balance,frame:Precariousness,Emotion,frame:Feeling,EMOTIONAL STABILITY IS BALANCE,en,He is unbalanced.,"[Lakoff et al., 1991:147]",IScat ,Not in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Balance,frame:Precariousness,Emotion,frame:Feeling,EMOTIONAL STABILITY IS BALANCE,en,She’s not on an even keel.,"[Lakoff et al., 1991:147]",IScat ,Not in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Balance,frame:Precariousness,Emotion,frame:Feeling,EMOTIONAL STABILITY IS BALANCE,en,They’re upset.,"[Lakoff et al., 1991:147]",IScat ,Not in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Balance,frame:Precariousness,Emotion,frame:Feeling,EMOTIONAL STABILITY IS BALANCE,en,I’m a very stable individual.,"[Lakoff et al., 1991:147]",IScat ,Not in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Balance,frame:Precariousness,Emotion,frame:Feeling,EMOTIONAL STABILITY IS BALANCE,en,She’s quite level-headed,"[Lakoff et al., 1991:147]",IScat ,Not in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Importance,frame:Importance,COMPARISON OF IMPORTANCE IS WEIGHING,en,You have to weigh the pros and cons.,"[Lakoff et al., 1991:62]",IScat ,checked in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Importance,frame:Importance,COMPARISON OF IMPORTANCE IS WEIGHING,en,The scale just tipped in favor of my voting yes.,"[Lakoff et al., 1991:62]",IScat ,checked in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Importance,frame:Importance,COMPARISON OF IMPORTANCE IS WEIGHING,en,On the other hand. . .,"[Lakoff et al., 1991:62]",IScat ,checked in MetaNet,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Importance,frame:Importance,COMPARISON OF IMPORTANCE IS WEIGHING,en,That's a lightweight issue. ,Grady (1998),MetaNet,,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Importance,frame:Importance,COMPARISON OF IMPORTANCE IS WEIGHING,en,This is a substantial problem for us.,MetaNet,MetaNet,,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Decision,frame:Deciding,MAKING A DECISION IS WEIGHING,en,"Before we draw any conclusions, we must weigh both sides of the issue. ",MetaNet,MetaNet,,
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Judging,frame:Assessing,JUDGING DIVERSE ARGUMENTS IS WEIGHING UP IDEA-OBJECTS,en,He weighed the ideas in his mind.,[Jäkel:167],IScat ,"In MetaNet ""MAKING A DECISION IS WEIGHING”",
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Judging,frame:Assessing,JUDGING DIVERSE ARGUMENTS IS WEIGHING UP IDEA-OBJECTS,en,You have to weigh up in your mind whether to pursue the matter or not.,[Jäkel:167],IScat ,"In MetaNet ""MAKING A DECISION IS WEIGHING”",
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Judging,frame:Assessing,JUDGING DIVERSE ARGUMENTS IS WEIGHING UP IDEA-OBJECTS,en,You have to weigh the costs of the new system against the benefit it will bring.,[Jäkel:167],IScat ,"In MetaNet ""MAKING A DECISION IS WEIGHING”",
BALANCE,IMAGE_SCHEMA,FORCE,Weight,framedata:Weighing,Judging,frame:Assessing,JUDGING DIVERSE ARGUMENTS IS WEIGHING UP IDEA-OBJECTS,en,"Before we draw any conclusions, we must weigh both sides of the issue.",MetaNet,MetaNet,"In MetaNet ""MAKING A DECISION IS WEIGHING”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,Let’s try to get around this problem.,"[Kövecses, 2002:74]",IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,Harry got over his divorce.,"[Lakoff & Johnson, 1999:189]",IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,She’s trying to get around the regulations.,"[Lakoff & Johnson, 1999:189]",IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,He went through the trial.,"[Lakoff & Johnson, 1999:189]",IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,We ran into a brick wall.,"[Lakoff & Johnson, 1999:189]",IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,We’ve got him boxed into a corner.,"[Lakoff & Johnson, 1999:189]",IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,We hit a roadblock.,[Lakoff 1990:58],IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,We are at an impasse.,[Lakoff 1990:58],IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,IMPEDIMENTS TO ACTION ARE IMPEDIMENTS TO MOTION,en,I can't find my way around that.,[Lakoff 1990:58],IScat ,"In MetaNet ""IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Debt,framdata:Debt,DEBT IS PHYSICAL IMPEDIMENTS TO MOTION,en,Debt is holding me back from reaching my goals. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Evil ways,framedata:Evil,EVIL WAYS ARE FULL OF OBSTACLES,en,"The way of the lazy is overgrown with thorns, but the path of the upright is a level highway.","[Jäkel, 2003:270]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Evil ways,framedata:Evil,EVIL WAYS ARE FULL OF OBSTACLES,en,"Thorns and snares are in the way of the perverse, the cautious will keep far from them.","[Jäkel, 2003:270]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Barrier,framedata:Barrier,Fear,frame:Fear,FEAR IS A BARRIER,en,fear barrier,[Stefanowitsch:28],IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Barrier,framedata:Barrier,Fear,frame:Fear,FEAR IS A BARRIER,en,barrier of fear,[Stefanowitsch:28],IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Barrier,framedata:Barrier,Fear,frame:Fear,FEAR IS A BARRIER,en,fear is an obstacle,[Stefanowitsch:28],IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Barrier,framedata:Barrier,Fear,frame:Fear,FEAR IS A BARRIER,en,fear blocks him from achieving his goals,[Stefanowitsch:28],IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Problem,framedata:Problem,PROBLEMS ARE OBSTACLES ON THE PATH,de,Was auch immer den Zusammenschluß beider Bundesländer im Wege steht…,"[Baldauf, 1997:142]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Problem,framedata:Problem,PROBLEMS ARE OBSTACLES ON THE PATH,de,Der Norden verstellt den Ausweg aus dem Treibhaus Erde…,"[Baldauf, 1997:142]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Problem,framedata:Problem,PROBLEMS ARE OBSTACLES ON THE PATH,de,Überall legte er sich quer.,"[Baldauf, 1997:142]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Problem,framedata:Problem,PROBLEMS ARE OBSTACLES ON THE PATH,de,Nun endlich versperrt ihm der verhaßte Fraktionsvorsitzende im Landtag nicht länger den Weg…,"[Baldauf, 1997:142]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Problem,framedata:Problem,PROBLEMS ARE OBSTACLES ON THE PATH,de,Die Partei steht sich häufig selber im Wege.,"[Baldauf, 1997:142]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Obstacle,framedata:Motion_impediments,Problem,framedata:Problem,PROBLEMS ARE OBSTACLES ON THE PATH,de,…die Wirtschaftreform über die entscheidenden Hürden zu hieven…,"[Baldauf, 1997:142]",IScat ,Not in MetaNet,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,INABILITY TO ACT IS INABILITY TO MOVE,en,We are stuck on this problem.,"[Lakoff, 1990:59]",IScat ,"In MetaNet ""CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,INABILITY TO ACT IS INABILITY TO MOVE,en,I am drowning in work.,"[Lakoff, 1990:59]",IScat ,"In MetaNet ""CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,INABILITY TO ACT IS INABILITY TO MOVE,en,I am tied up with work.,"[Lakoff, 1990:59]",IScat ,"In MetaNet ""CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Motion,framedata:Motion_impediments,Action,framedata:Difficulties_in_action,INABILITY TO ACT IS INABILITY TO MOVE,en,He is up to his neck in work.,"[Lakoff, 1990:59]",IScat ,"In MetaNet ""CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH”",
BLOCKAGE,IMAGE_SCHEMA,FORCE,Restraint,framedata:Physical_Restraining_of_Mouth,Censorship,framedata:Censorship,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH,en,"...allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly. ",http://www.rcfp.org/secret-justice-gag-orders/gag-orders-and-effect-newsgathering,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Restraint,framedata:Physical_Restraining_of_Mouth,Censorship,framedata:Censorship,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH,en, The government should not muzzle the press. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Difficulty,frame:Difficulty,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT,en,Our project has hit a roadblock. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Difficulty,frame:Difficulty,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT,en,What's holding you back from pursuing your dreams? ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Difficulty,frame:Difficulty,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT,en,They faced some tough problems at the beginning of their marriage but got over them quickly. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Difficulty,framedata:Romantic_relationship,DIFFICULTIES IN A ROMANTIC RELATIONSHIP ARE IMPEDIMENTS TO MOTION ALONG A PATH,en,We have a lot of hurdles to get over in our relationship. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Visual_obstruction,Difficulty,framedata:Knowing,DIFFICULTIES IN KNOWING ARE VISUAL OBSTRUCTIONS,en,Recently enacted policies provide cover for companies engaged in illicit activities. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Difficulty,framedata:Life,DIFFICULTIES IN PROGRESSING THROUGH LIFE ARE IMPEDIMENTS TO MOTION ALONG A PATH,en,My life is going nowhere - I'm just spinning my wheels. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Action,framedata:Freedom_of_action,FREEDOM OF ACTION IS THE LACK OF IMPEDIMENTS TO MOVEMENT,en,Break out of your daily routine. ,"[Lakoff & Johnson, 1999:188]",MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Action,framedata:Freedom_of_action,FREEDOM OF ACTION IS THE LACK OF IMPEDIMENTS TO MOVEMENT,en,Workers of the world throw off your chains! ,"[Lakoff & Johnson, 1999:188]",MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Barrier,framedata:Barrier,Government,framedata:Regulation,GOVERNMENT REGULATION IS A BARRIER,en,All these rules and regulations are obstacles to innovation. ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Regulation,framedata:Gun_control_legislation,GUN CONTROL REGULATION IS A MOTION IMPEDIMENT,en,saddle the American people with gun control ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Regulation,framedata:Gun_control_legislation,GUN CONTROL REGULATION IS A MOTION IMPEDIMENT,en,gun control trap ,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Legislation,framedata:Legislation_enactment,INHIBITTING ENACTMENT OF LEGISLATION IS IMPEDING MOTION,en,Senate Republicans blocked legislation Wednesday that would have established a billion jobs program putting veterans back to work tending to the country's federal lands and bolstering local police and fire departments.,http://www.sfgate.com/politics/article/GOP-senators-block-bill-on-jobs-for-vets-3879214.php,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Legislation,framedata:Legislation_enactment,INHIBITTING ENACTMENT OF LEGISLATION IS IMPEDING MOTION,en,This mini-controversy erupted when Republicans introduced a string of amendments in a final effort to obstruct passage of the reconciliation bill. ,http://www.factcheck.org/2010/04/more-malarkey-about-health-care/,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Impediment,framedata:Motion_impediments,Poverty,framedata:Poverty,POVERTY IS A MOTION IMPEDIMENT,en,"Though politically the country is free, its people remain chained by poverty.",http://www.bloomberg.com/apps/news?pid=newsarchive&sid=akCQGEyJIXEM&refer=australia,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Blocking_motion,framedata:Motion_impediments,Legislation,framedata:Legislation_enactment,PREVENTING ENACTMENT OF LEGISLATION IS BLOCKING MOTION,en,House Republicans blocked the Democrats' attempts to move forward with the healthcare bill.,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Blocking_motion,framedata:Motion_impediments,Legislation,framedata:Legislation_enactment,PREVENTING ENACTMENT OF LEGISLATION IS BLOCKING MOTION,en,The Senator's filibuster halted the passage of the bill.,MetaNet,MetaNet,,
BLOCKAGE,IMAGE_SCHEMA,FORCE,Journey,frame:Travel,Relationships,framedata:Romantic_relationship,ROMANTIC RELATIONSHIP ENCOUNTERING DIFFICULTIES IS A VEHICLE ENCOUNTERING OBSTACLES,en,Our relationship is losing steam. ,MetaNet,MetaNet,,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,He pushes me too hard.,"[Lakoff, 1990:58]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,She pushed me into doing it.,"[Lakoff, 1990:58]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,They dragged me into doing it.,"[Lakoff, 1990:58]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,I am being pulled along by the current.,"[Lakoff, 1990:58]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,She leaned on him to do it.,"[Lakoff, 1990:58]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,She put the lean on him.,"[Lakoff, 1990:59]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,He is a mover and a shaker.,"[Lakoff, 1990:59]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Action,FORCED ACTION IS FORCED MOTION,en,He really throws his weight around.,"[Lakoff, 1990:59]",IScat ,Not in MetaNet,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Governing_action,INCITING GOVERNING ACTION IS FORCED MOVEMENT,en,"Bloomberg Goes to Washington to Push Gun Laws, but Senate Has Other Ideas ",http://www.nytimes.com/2013/02/28/us/politics/bloomberg-goes-to-washington-to-push-gun-laws-but-senate-has-other-ideas.html?_r=0,MetaNet,,
COMPULSION,IMAGE_SCHEMA,FORCE,Motion,framedata:Forced_motion,Action,framedata:Governing_action,INCITING GOVERNING ACTION IS FORCED MOVEMENT,en,Livingston County judge: Cuomo administration steamrolled lawmakers on gay marriage vote ,http://www.nydailynews.com/blogs/dailypolitics/2011/11/livingston-county-judge-cuomo-administration-steamrolled-lawmakers-on-gay-marr,MetaNet,,
COMPULSION,IMAGE_SCHEMA,FORCE,Force,framedata:Force,Compulsion,framedata:Compulsion,COMPULSION IS A COMPELLING FORCE,en, Vanity finally drove me to have the operation. ,[Grady 1998],MetaNet,,
